Q14,Q19,Q18,Q12,Q11,Q10,Q13,Q15,Q20,Q9,Age,Daily_Usage,Q17,Q16,Organization_University,Occupation_Salaried Worker,"Organization_School, N/A",Gender_Male,Organization_Company,Occupation_University Student,Relationship_Status_Married,Organization_School,Relationship_Status_In a relationship,"Organization_Company, Private",Gender_Female,Organization_Goverment,Relationship_Status_Single,Occupation_School Student,Organization_Private,"Organization_School, University, Private","Organization_University, Company, Private","Organization_University, N/A","Organization_University, Goverment, Private",TARGET
0.0,0.0,0.0,0.4091026028159451,0.0,0.3182052056318902,0.0908973971840549,0.0,0.0,0.4091026028159451,0.1107232104008177,0.34543583549448786,0.6364104112637804,0.3182052056318902,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,1
0.0,0.15717799053816334,0.17141100473091833,0.17141100473091833,0.34282200946183666,0.17141100473091833,0.17141100473091833,0.34282200946183666,0.0,0.5,0.33663364005519625,0.12574239243053068,0.0,0.15717799053816334,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,1
0.24571465441764861,0.3771426727911757,0.1271426727911757,0.1271426727911757,0.0,0.12285732720882431,0.1271426727911757,0.0,0.3771426727911757,0.6271426727911757,0.2066665343116133,0.29828586176705946,0.25,0.2542853455823514,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,1
0.0,0.22689161848152326,0.0,0.22689161848152326,0.0,0.22689161848152326,0.0,0.22689161848152326,0.25,0.22689161848152326,0.4581983103665546,0.21848670521478142,0.0,0.4537832369630465,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.0,0.43767694271278124,0.0,0.0,0.0,0.5630308281383438,0.062323057287218736,0.43767694271278124,0.18767694271278126,0.1346335325859263,0.6997168916595501,0.0,0.43767694271278124,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,1
0.25,0.25,0.39740426924109257,0.39740426924109257,0.14740426924109257,0.0,0.25,0.0,0.14740426924109257,0.10259573075890743,0.47435897435897434,0.2,0.29480853848218513,0.3077871922767223,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.0,0.0,0.18888778463576217,0.18888778463576217,0.25,0.18888778463576217,0.12222443072847566,0.18888778463576217,0.18888778463576217,0.1860423210596014,0.09777954458278054,0.12222443072847566,0.31111221536423783,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,1
0.057199541372905616,0.25,0.0,0.4428004586270944,0.11439908274581123,0.36439908274581123,0.25,0.0,0.057199541372905616,0.4428004586270944,0.47392872255364493,0.29151926619664903,0.0,0.38560091725418877,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.038489954914396496,0.057734932371594744,0.25,0.23075502254280175,0.25,0.23075502254280175,0.019244977457198248,0.25,0.2884899549143965,0.054242817044697175,0.07697990982879299,0.0,0.25,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,1
0.0,0.0,0.0,0.072437863228442,0.0,0.0,0.0,0.0,0.0,0.0,0.4520704010579153,0.1420497094172464,0.0,0.0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.0,0.0,0.040305321813501105,0.0,0.0,0.0,0.8387787127459956,0.0,0.0,0.4404501903972306,0.0,0.4193893563729978,0.8387787127459956,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.0,0.0,0.017575586914356733,0.017575586914356733,0.25,0.017575586914356733,0.46484882617128653,0.017575586914356733,0.017575586914356733,0.5638076801375723,0.37187906093702927,0.46484882617128653,0.48242441308564327,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,1
0.09593981021779152,0.04796990510889576,0.0,0.0,0.0,0.25,0.0,0.20203009489110424,0.04796990510889576,0.29796990510889576,0.23971082762529494,0.2383759240871166,0.04796990510889576,0.0,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,1
0.0,0.15835093912760587,0.09164906087239413,0.4083509391276059,0.0,0.15835093912760587,0.3416490608723941,0.18329812174478827,0.0,0.4083509391276059,0.44916245350894923,0.1266807513020847,0.0,0.5,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.21786514754692943,0.21786514754692943,0.21786514754692943,0.21786514754692943,0.0,0.0,0.21786514754692943,0.1285394098122823,0.0,0.21786514754692943,0.4710630920560953,0.17429211803754355,0.06426970490614115,0.7821348524530706,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.20091801922477862,0.0,0.2990819807752214,0.2490945719896528,0.2392655846201771,0.0,0.0,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,1
0.04664251472150896,0.25,0.0,0.45335748527849107,0.09328502944301792,0.3432850294430179,0.25,0.0,0.04664251472150896,0.45335748527849107,0.48583921416034886,0.27462802355441435,0.0,0.4067149705569821,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.026860250377505557,0.22313974962249444,0.053720500755011114,0.0,0.08058075113251673,0.053720500755011114,0.22313974962249444,0.25,0.08058075113251673,0.11538461538461539,0.9570235993959911,0.0,0.22313974962249444,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,1
0.13483556047891268,0.25,0.13483556047891268,0.36516443952108735,0.0,0.11516443952108732,0.25,0.0,0.0,0.36516443952108735,0.5038883178259198,0.2,0.0,0.6348355604789127,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.20186003879101563,0.25,0.20186003879101563,0.29813996120898434,0.0,0.048139961208984366,0.25,0.0,0.0,0.29813996120898434,0.4867025541561498,0.2,0.0,0.7018600387910157,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.0,0.0,0.27597717501912666,0.0,0.05195435003825338,0.25,0.02597717501912669,0.0,0.27597717501912666,0.11855005642202668,0.6000000000000001,0.0,0.02597717501912669,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,1
0.07950086874296597,0.25,0.07950086874296597,0.42049913125703403,0.0,0.17049913125703403,0.25,0.0,0.0,0.42049913125703403,0.5180767003223163,0.2,0.0,0.5795008687429659,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.0,0.02751298113191919,0.2224870188680808,0.0,0.0,0.2224870188680808,0.02751298113191919,0.02751298113191919,0.2224870188680808,0.10397502467343175,0.6440207698110708,0.0,0.02751298113191919,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,1
0.0,0.5,0.05698379063548542,0.05698379063548542,0.0,0.0,0.05698379063548542,0.0,0.11396758127097084,0.5569837906354854,0.354261397753184,0.35441296749161166,0.05698379063548542,0.5,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,1
0.0,0.0,0.0,0.35677694715656405,0.0,0.21355389431312816,0.25,0.10677694715656408,0.0,0.35677694715656405,0.16827299312198812,0.6000000000000001,0.0,0.10677694715656408,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,1
0.20450369148062328,0.25,0.40900738296124656,0.4545036914806233,0.20450369148062328,0.04549630851937672,0.20450369148062328,0.04549630851937672,0.25,0.04549630851937672,0.46969268630570493,0.2,0.40900738296124656,0.09099261703875344,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.03481735418591414,0.25,0.25,0.03481735418591414,0.0,0.0,0.25,0.0,0.21518264581408586,0.46518264581408586,0.4302189444483927,0.027853883348731318,0.8607305832563434,0.5348173541859141,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.0,0.0017380326327976758,0.24826196736720232,0.0,0.0,0.24826196736720232,0.0017380326327976758,0.0017380326327976758,0.24826196736720232,0.10265323244270758,0.6027808522124763,0.0,0.0017380326327976758,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,1
0.25,0.25,0.37768682564439143,0.37768682564439143,0.12768682564439143,0.0,0.25,0.0,0.12768682564439143,0.12231317435560857,0.47435897435897434,0.2,0.25537365128878287,0.3669395230668257,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.2087055015743895,0.31305825236158424,0.25,0.14564724921280525,0.25,0.14564724921280525,0.10435275078719475,0.25,0.4587055015743895,0.0673363206339274,0.417411003148779,0.0,0.25,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,1
0.0,0.3055269526176826,0.3889460947646349,0.05552695261768256,0.0,0.19447304738231744,0.4444730473823174,0.0,0.05552695261768256,0.75,0.1367477363001563,0.6667353137175619,0.0,0.5,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,1
0.0,0.0,0.0,0.0599326836668414,0.0,0.3099326836668414,0.0299663418334207,0.0,0.0,0.47003365816657927,0.20047484719667977,0.3520538530665269,0.0299663418334207,0.0599326836668414,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,1
0.0,0.0,0.0,0.0,0.0,0.08440379285090699,0.0,0.16880758570181398,0.0,0.0,0.2798638014530495,0.13504606856145118,0.16880758570181398,0.16880758570181398,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1
0.01427257402187021,0.25,0.01427257402187021,0.4857274259781298,0.0,0.2357274259781298,0.25,0.0,0.0,0.4857274259781298,0.5348019040969564,0.2,0.0,0.5142725740218702,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.3383985339896224,0.1691992669948112,0.0,0.0,0.0,0.25,0.0,0.08080073300518881,0.1691992669948112,0.4191992669948112,0.16510814338780852,0.335359413595849,0.1691992669948112,0.0,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,1
0.12969765543584152,0.12969765543584152,0.25939531087168305,0.25939531087168305,0.12969765543584152,0.0,0.12969765543584152,0.4812093782566339,0.12969765543584152,0.0,0.462020272352394,0.10375812434867322,0.5,0.4812093782566339,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.07424526027620554,0.0,0.5,0.0,0.5742452602762056,0.14849052055241108,0.0,0.07424526027620554,0.5742452602762056,0.11538461538461539,0.3187924164419289,0.7030189588951778,0.3515094794475889,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,1
0.0,0.181814801189647,0.0909074005948235,0.0909074005948235,0.0,0.1590925994051765,0.0909074005948235,0.1590925994051765,0.181814801189647,0.431814801189647,0.27855460518921266,0.2,0.0909074005948235,0.181814801189647,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,1
0.014108958639519664,0.49294552068024017,0.0,0.0,0.0,0.007054479319759832,0.0,0.0,0.007054479319759832,0.5,0.3645595083899899,0.4,0.007054479319759832,0.48589104136048034,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,1
0.0,0.0,0.0,0.4906118237355278,0.0,0.4812236474710556,0.009388176264472192,0.0,0.0,0.4906118237355278,0.1149031704479758,0.2150210820231555,0.9624472949421112,0.4812236474710556,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,1
0.25,0.25,0.43705442604365896,0.43705442604365896,0.18705442604365896,0.0,0.25,0.0,0.18705442604365896,0.06294557395634104,0.47435897435897434,0.2,0.3741088520873179,0.18883672186902312,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.12431212647309636,0.0,0.37568787352690364,0.0,0.5013757470538073,0.12568787352690364,0.12431212647309636,0.12431212647309636,0.25,0.4487179487179488,0.0994497011784771,0.12568787352690364,0.5,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1
0.5243412676374227,0.0,0.07521957745419242,0.25,0.15043915490838483,0.25,0.5995608450916152,0.15043915490838483,0.5243412676374227,0.5,0.30258662332863506,0.27964867607329214,0.0,0.0,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,1
0.1787898764056331,0.25,0.0,0.25,0.3575797528112662,0.6075797528112662,0.1787898764056331,0.0712101235943669,0.25,0.25,0.3111872745597694,0.486063802249013,0.0,0.1424202471887338,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.009221736838633199,0.25,0.0,0.4907782631613668,0.018443473677266398,0.2684434736772664,0.25,0.0,0.009221736838633199,0.4907782631613668,0.5280575276692343,0.21475477894181313,0.0,0.4815565263227336,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.0,0.0,0.19521783301005158,0.0,0.3476089165050258,0.09760891650502579,0.25,0.0,0.3476089165050258,0.2642251837689731,0.3561742664080413,0.0,0.09760891650502579,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,1
0.3770092674216461,0.0,0.0,0.12566975580721537,0.0,0.25,0.3770092674216461,0.12433024419278463,0.3770092674216461,0.3756697558072154,0.2821199749545862,0.30053580464577234,0.0,0.0,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,1
0.0,0.0,0.0,0.4871303121875027,0.0,0.4742606243750053,0.25,0.23713031218750266,0.0,0.4871303121875027,0.24849044852564264,0.6000000000000001,0.0,0.23713031218750266,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,1
0.0,0.0,0.18033838394084714,0.18033838394084714,0.0,0.0,0.18033838394084714,0.0,0.6106767678816942,0.7213535357633886,0.4772970732550371,0.11145858569464458,0.0,0.0,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
0.0,0.22706647149166342,0.0,0.5,0.0,0.29586705701667315,0.25,0.0,0.0,0.4770664714916634,0.5302289897662381,0.18165317719333074,0.022933528508336576,0.5,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1
0.059890472666743105,0.059890472666743105,0.11978094533348621,0.11978094533348621,0.059890472666743105,0.0,0.059890472666743105,0.0,0.059890472666743105,0.0,0.47435897435897434,0.2,0.11978094533348621,0.0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.03622371802280577,0.21377628197719423,0.25,0.07244743604561155,0.0,0.4637762819771942,0.42755256395438845,0.0,0.2862237180228058,0.28744128861070645,0.02897897441824462,0.0,0.5,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1
0.0,0.2552736198612185,0.6276368099306092,0.12763680993060925,0.0,0.12763680993060925,0.36708957020817223,0.12763680993060925,0.3723631900693908,0.5052736198612184,0.11484373129628529,0.8042188958889749,0.0,0.3723631900693908,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,1
0.003587386472349824,0.25,0.003587386472349824,0.4964126135276502,0.0,0.24641261352765018,0.25,0.0,0.0,0.4964126135276502,0.5375416957763205,0.2,0.0,0.5035873864723498,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.1210276357557502,0.1894861821221249,0.1894861821221249,0.3789723642442498,0.1894861821221249,0.1894861821221249,0.3789723642442498,0.0,0.5,0.3329259113595641,0.09682210860460017,0.0,0.1210276357557502,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,1
0.08196611314853036,0.08196611314853036,0.08196611314853036,0.25,0.0,0.0,0.08196611314853036,0.0,0.0,0.08196611314853036,0.42265623994313756,0.06557289051882428,0.0,0.24589833944559114,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.0,0.0,0.059595096167820605,0.0,0.1904049038321794,0.059595096167820605,0.0,0.0,0.4404049038321794,0.1513858727774819,0.4476760769342565,0.0,0.0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,1
0.0,0.38118122800380017,0.0,0.0,0.0,0.05940938599809992,0.0,0.05940938599809992,0.0,0.4405906140019001,0.3474217903597539,0.3524724912015201,0.0,0.38118122800380017,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,1
0.0,0.3641081743059298,0.25,0.25,0.1358918256940702,0.0679459128470351,0.25,0.1358918256940702,0.3641081743059298,0.6820540871529649,0.3018406064458497,0.14564326972237193,0.1820540871529649,0.3641081743059298,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,1
0.0,0.0,0.0,0.1580542168201867,0.0,0.0919457831798133,0.1580542168201867,0.0,0.0,0.3419457831798133,0.12613994440508033,0.5264433734561494,0.0,0.0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,1
0.0,0.0,0.0,0.0,0.0,0.09192354235160513,0.0,0.18384708470321026,0.0,0.0,0.2945176722749228,0.1470776677625682,0.18384708470321026,0.18384708470321026,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1
0.0,0.15838242769022368,0.0,0.15838242769022368,0.0,0.15838242769022368,0.0,0.15838242769022368,0.15838242769022368,0.25,0.4252262635103138,0.12670594215217895,0.18323514461955265,0.5,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,1
0.0,0.0,0.13394367101868962,0.36605632898131035,0.26788734203737924,0.36605632898131035,0.13394367101868962,0.26788734203737924,0.0,0.5,0.38002888665708223,0.18569012637009663,0.0,0.0,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,1
0.0,0.022572442513602076,0.0,0.022572442513602076,0.0,0.022572442513602076,0.0,0.022572442513602076,0.022572442513602076,0.022572442513602076,0.47204385204988697,0.2,0.0,0.04514488502720415,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.2088256238973095,0.25,0.2088256238973095,0.2911743761026905,0.0,0.04117437610269051,0.25,0.0,0.0,0.2911743761026905,0.4849165066929976,0.2,0.0,0.7088256238973095,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.16980498375706604,0.0,0.5,0.0,0.6698049837570661,0.3396099675141321,0.0,0.16980498375706604,0.6698049837570661,0.11538461538461539,0.47168797401130574,0.32078006497173583,0.16039003248586792,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,1
0.6101111172001094,0.0,0.0,0.2966296275999636,0.0,0.2966296275999636,0.6567407448000728,0.04662962759996356,0.6101111172001094,0.5,0.28769800601026196,0.4373037020799709,0.0,0.04662962759996356,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,1
0.0,0.0,0.25,0.25,0.0,0.0,0.489806214611309,0.47961242922261804,0.030581356166072937,0.28058135616607294,0.3011448935725277,0.0,0.0,0.47961242922261804,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
0.0,0.10227676420293955,0.14772323579706045,0.2045535284058791,0.0,0.30683029260881867,0.2045535284058791,0.14772323579706045,0.25,0.30683029260881867,0.11538461538461539,0.8363571772752968,0.0,0.14772323579706045,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,1
0.1693910904605706,0.25,0.1693910904605706,0.3306089095394294,0.0,0.0806089095394294,0.25,0.0,0.0,0.3306089095394294,0.4950279255229306,0.2,0.0,0.6693910904605707,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.004146957231964038,0.5,0.0,0.0,0.004146957231964038,0.745853042768036,0.0,0.4917060855360719,0.2582939144639281,0.140812976552207,0.6033175657855713,0.0,0.5,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,1
0.0,0.2560465291496405,0.12802326457482024,0.3719767354251797,0.0,0.3659302062755393,0.25,0.0,0.2560465291496405,0.5060465291496405,0.3699344012872901,0.1024186116598562,0.25,0.5,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1
0.1933760562005155,0.25,0.0,0.25,0.386752112401031,0.636752112401031,0.1933760562005155,0.05662394379948449,0.25,0.25,0.2999671362560137,0.5094016899208249,0.0,0.11324788759896898,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.0,0.0,0.4112931976023625,0.0,0.32258639520472493,0.08870680239763754,0.0,0.0,0.4112931976023625,0.11083554859499295,0.3419308838362201,0.6451727904094499,0.32258639520472493,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,1
0.0,0.0,0.0,0.2935916072512479,0.20640839274875214,0.2935916072512479,0.25,0.04359160725124786,0.20640839274875214,0.2935916072512479,0.0870495238984598,0.10461985740299488,0.0,0.25,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,1
0.0,0.15453113094876703,0.07726556547438351,0.15453113094876703,0.0,0.1727344345256165,0.07726556547438351,0.345468869051233,0.2317966964231506,0.07726556547438351,0.4678446550703057,0.2763750952409864,0.345468869051233,0.345468869051233,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
0.09668383657513435,0.25,0.0,0.40331616342486565,0.1933676731502687,0.4433676731502687,0.25,0.0,0.09668383657513435,0.40331616342486565,0.4293823382229253,0.35469413852021503,0.0,0.3066323268497313,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.01581750281581637,0.03163500563163274,0.0,0.25,0.0,0.0,0.25,0.0,0.06327001126326548,0.23418249718418363,0.10175294857354787,0.5746919954946939,0.0,0.03163500563163274,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,1
0.0,0.06876047207299663,0.03438023603649831,0.4656197639635017,0.0,0.4312395279270034,0.03438023603649831,0.0,0.06876047207299663,0.5343802360364983,0.42756088038779594,0.3724958111708014,0.03438023603649831,0.06876047207299663,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,1
0.0,0.0,0.08526658776256463,0.08526658776256463,0.0,0.0,0.08526658776256463,0.0,0.42053317552512925,0.3410663510502585,0.5163008870717685,0.26357345957989664,0.0,0.0,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
0.0,0.22163161968985273,0.028368380310147268,0.44326323937970546,0.0,0.6648948590695583,0.44326323937970546,0.028368380310147268,0.25,0.6648948590695583,0.11538461538461539,0.6453894084962357,0.0,0.028368380310147268,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,1
0.0,0.4623468091392814,0.0,0.03765319086071861,0.0,0.03765319086071861,0.0,0.0,0.0,0.5,0.3775876703888285,0.4,0.0,0.4623468091392814,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,1
0.0,0.030665161654754747,0.0,0.030665161654754747,0.0,0.030665161654754747,0.0,0.9080045150357358,0.030665161654754747,0.030665161654754747,0.4487179487179488,0.024532129323803803,0.4386696766904905,0.9386696766904905,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.3710291861424222,0.1855145930712111,0.0,0.0,0.0,0.25,0.0,0.0644854069287889,0.1855145930712111,0.4355145930712111,0.15506794272540858,0.3484116744569689,0.1855145930712111,0.0,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,1
0.0,0.25,0.33500398849145524,0.16499601150854476,0.16499601150854476,0.25,0.17000797698291048,0.0,0.16499601150854476,0.75,0.11128246035809798,0.8,0.0,0.5,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,1
0.0,0.4086111001006079,0.20430555005030396,0.20430555005030396,0.0,0.04569444994969604,0.20430555005030396,0.04569444994969604,0.4086111001006079,0.6586111001006079,0.290185184620544,0.2,0.20430555005030396,0.4086111001006079,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,1
0.22239959420026884,0.3888002028998656,0.13880020289986558,0.13880020289986558,0.0,0.11119979710013442,0.13880020289986558,0.0,0.3888002028998656,0.6388002028998656,0.21503604310759578,0.2889598376801076,0.25,0.27760040579973116,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,1
0.25,0.25,0.23517471082199676,0.3675873554109984,0.3824126445890016,0.3972379337670049,0.25,0.0,0.25,0.13241264458900162,0.35892230984548573,0.4118602313424027,0.23517471082199676,0.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.0,0.06046307272511292,0.37907385454977416,0.0,0.37907385454977416,0.0,0.06046307272511292,0.06046307272511292,0.37907385454977416,0.11538461538461539,0.39348183272036136,0.7581477090995483,0.4395369272748871,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,1
0.023275691951474803,0.25,0.0,0.25,0.046551383902949606,0.2965513839029496,0.023275691951474803,0.2267243080485252,0.25,0.25,0.4308135702937374,0.2372411071223597,0.0,0.4534486160970504,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.0,0.0,0.05139212102333662,0.0,0.05139212102333662,0.0,0.0,0.0,0.05139212102333662,0.11538461538461539,0.020556848409334638,0.10278424204667325,0.05139212102333662,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,1
0.0,0.2251045142908326,0.0,0.5,0.0,0.2997909714183348,0.25,0.0,0.0,0.4751045142908326,0.5295246974377348,0.1800836114326661,0.024895485709167386,0.5,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1
0.0,0.0,0.15827536431831699,0.18344927136336603,0.0,0.18344927136336603,0.0,0.15827536431831699,0.15827536431831699,0.18344927136336603,0.11538461538461539,0.7064811658186143,0.36689854272673206,0.341724635681683,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,1
0.0,0.08475744776217517,0.0,0.16951489552435034,0.0,0.08475744776217517,0.08475744776217517,0.0,0.0,0.16951489552435034,0.4960916532723526,0.2,0.0,0.16951489552435034,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.08730239365316522,0.0,0.17460478730633044,0.0,0.08730239365316522,0.08730239365316522,0.0,0.0,0.17460478730633044,0.49674420350081155,0.2,0.0,0.17460478730633044,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.18148891971755984,0.06851108028244016,0.25,0.0,0.18148891971755984,0.06851108028244016,0.18148891971755984,0.3870221605648803,0.4555332408473205,0.4487179487179488,0.14519113577404788,0.0,0.3629778394351197,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.025722435011855727,0.5,0.22427756498814427,0.25,0.0,0.0,0.25,0.0,0.5514448700237115,0.6728326949644328,0.27376620716975936,0.2,0.22427756498814427,0.5,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,1
0.0,0.0,0.028228393933720675,0.4717716060662793,0.05645678786744135,0.4717716060662793,0.028228393933720675,0.05645678786744135,0.0,0.5,0.4342418492647587,0.35483456970604693,0.0,0.0,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,1
0.0,0.38993777292881193,0.19496888646440597,0.30503111353559403,0.0,0.11006222707118807,0.19496888646440597,0.0,0.38993777292881193,0.6949688864644059,0.3287370955090835,0.24402489082847523,0.19496888646440597,0.38993777292881193,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,1
0.0,0.17898417692285612,0.08949208846142806,0.4105079115385719,0.0,0.3210158230771439,0.08949208846142806,0.0,0.17898417692285612,0.5894920884614281,0.39364589428014685,0.32840632923085755,0.08949208846142806,0.17898417692285612,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,1
